algorithm,caseId,family,method,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,B,b,numAP,positiveTraceCount,negativeTraceCount,finalFormulaSize,binaryNodeCount,unaryNodeCount,unaryDepth,dagNodeCount,hasSharing,positiveTracePassed,negativeTracePassed,constraintAutomatonPassed,identityConstraintsPassed,vars,backendTotalClauses,peakRssKb,error
Oracle,tiny_01046,global_prop,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21415110299994922,2,0,1,2,1,,,,,,,,,,,,,44760,
ATLAS-B,tiny_01046,global_prop,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7149366960002226,2,0,1,2,1,,,,,,,,,,,2668,7145,94884,
MacroATLAS,tiny_01046,global_prop,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.815016370000194,2,0,1,2,1,,0,,,,,,,,,2604,5442,107720,
Oracle,tiny_01047,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.2140909909999209,3,0,1,1,1,,,,,,,,,,,,,45760,
ATLAS-B,tiny_01047,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8650381279999237,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,11570,37000,113272,
MacroATLAS,tiny_01047,repair,macro,SAT,REPAIR,1,2,PASSED,0.7148444239996934,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,94104,
Oracle,tiny_01048,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.214087520999783,3,1,2,1,2,,,,,,,,,,,,,46484,
ATLAS-B,tiny_01048,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151581369997075,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16506,53760,128200,
MacroATLAS,tiny_01048,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7147774919999392,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2616,5312,98076,
Oracle,tiny_01049,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.214068621000024,3,1,2,1,2,,,,,,,,,,,,,46892,
ATLAS-B,tiny_01049,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152365689997168,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16513,53780,123780,
MacroATLAS,tiny_01049,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.86496977600018,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,4466,10083,118792,
Oracle,tiny_01050,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.2143095159999575,2,0,1,1,1,,,,,,,,,,,,,44104,
ATLAS-B,tiny_01050,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649545439999201,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5548,17344,102444,
MacroATLAS,tiny_01050,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.714805522000006,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,107880,
Oracle,tiny_01051,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21406735999971716,2,0,1,1,1,,,,,,,,,,,,,44768,
ATLAS-B,tiny_01051,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.664694074000181,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1327,3246,94780,
MacroATLAS,tiny_01051,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.865210081999976,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,118680,
Oracle,tiny_01052,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21403910000026372,3,1,2,1,2,,,,,,,,,,,,,47484,
ATLAS-B,tiny_01052,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650545979999151,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16506,53763,123004,
MacroATLAS,tiny_01052,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649294520001604,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,3248,6867,104320,
Oracle,tiny_01053,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21417649399973016,3,1,2,1,2,,,,,,,,,,,,,46996,
ATLAS-B,tiny_01053,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650733479998962,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,9673,30001,110372,
MacroATLAS,tiny_01053,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7647645179999927,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2914,5792,99488,
Oracle,tiny_01054,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2140905510000266,3,0,1,1,1,,,,,,,,,,,,,44920,
ATLAS-B,tiny_01054,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8651438109995979,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10112,32396,111176,
MacroATLAS,tiny_01054,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7648540209997918,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2405,5126,110656,
Oracle,tiny_01055,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21411396099983904,4,0,1,1,1,,,,,,,,,,,,,47308,
ATLAS-B,tiny_01055,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.0153448739997657,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3941,10193,124728,
MacroATLAS,tiny_01055,repair,macro,SAT,REPAIR,0,3,PASSED,1.0153489439999248,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,126776,
Oracle,tiny_01056,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140413899996929,3,1,2,2,1,,,,,,,,,,,,,46760,
ATLAS-B,tiny_01056,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9653438640002605,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16507,53767,130552,
MacroATLAS,tiny_01056,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7147907710000254,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2616,5312,95904,
Oracle,tiny_01057,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21416559299996152,3,1,2,2,1,,,,,,,,,,,,,46732,
ATLAS-B,tiny_01057,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8195272620000651,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9631,29929,113964,
MacroATLAS,tiny_01057,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151860220003982,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,4466,10083,120820,
Oracle,tiny_01058,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141122009998071,3,0,1,1,1,,,,,,,,,,,,,45088,
ATLAS-B,tiny_01058,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149259890001304,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10103,32433,106360,
MacroATLAS,tiny_01058,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8651217639999231,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,118408,
Oracle,tiny_01059,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21421729499979847,3,0,1,1,1,,,,,,,,,,,,,45004,
ATLAS-B,tiny_01059,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8649854849995791,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10104,32435,114256,
MacroATLAS,tiny_01059,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.9150771490003535,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,120728,
Oracle,tiny_01060,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21410063200028162,3,1,2,2,1,,,,,,,,,,,,,46764,
ATLAS-B,tiny_01060,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151596169999721,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16506,53768,125324,
MacroATLAS,tiny_01060,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648984759998712,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3248,6867,104600,
Oracle,tiny_01061,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21408012099982443,3,1,2,2,1,,,,,,,,,,,,,47972,
ATLAS-B,tiny_01061,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8651671399998122,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9672,29994,115020,
MacroATLAS,tiny_01061,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649235530002443,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2914,5792,102012,
Oracle,tiny_01062,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141547719998016,4,0,1,1,1,,,,,,,,,,,,,46284,
ATLAS-B,tiny_01062,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649795810001706,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,10770,33783,110096,
MacroATLAS,tiny_01062,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8150493069997538,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,2920,6505,114124,
Oracle,tiny_01063,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21407589499995083,2,0,1,2,1,,,,,,,,,,,,,45372,
ATLAS-B,tiny_01063,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9152720729998691,2,0,1,2,1,,,,,,,,,,,4859,14267,124940,
MacroATLAS,tiny_01063,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9151132400002098,2,0,1,2,1,,0,,,,,,,,,1378,2362,126224,
Oracle,tiny_01064,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141075159997854,3,0,1,1,1,,,,,,,,,,,,,44688,
ATLAS-B,tiny_01064,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6648632480000742,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2096,5399,91972,
MacroATLAS,tiny_01064,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7149314850003066,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1879,3473,100752,
Oracle,tiny_01065,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141210750000937,3,0,1,1,1,,,,,,,,,,,,,44704,
ATLAS-B,tiny_01065,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149074539996946,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7740,24257,110792,
MacroATLAS,tiny_01065,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149770959998932,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3529,7661,110504,
Oracle,tiny_01066,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21404102399992553,3,1,2,1,2,,,,,,,,,,,,,47048,
ATLAS-B,tiny_01066,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8150446480003666,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,9657,29972,105756,
MacroATLAS,tiny_01066,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9150652580001406,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,132216,
Oracle,tiny_01067,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21409885499997472,3,1,2,1,2,,,,,,,,,,,,,46772,
ATLAS-B,tiny_01067,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650481720001153,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12741,40580,109116,
MacroATLAS,tiny_01067,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.965473313000075,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,132812,
Oracle,tiny_01068,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141052550000495,3,0,1,1,1,,,,,,,,,,,,,45216,
ATLAS-B,tiny_01068,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150466970000707,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10070,32383,103856,
MacroATLAS,tiny_01068,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6647328549997837,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1847,3477,94812,
Oracle,tiny_01069,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16405572899975596,3,0,1,1,1,,,,,,,,,,,,,45004,
ATLAS-B,tiny_01069,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650635730000431,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10103,32433,111372,
MacroATLAS,tiny_01069,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8650542020000103,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3623,7262,114364,
Oracle,tiny_01070,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.314203507000002,4,1,2,1,2,,,,,,,,,,,,,72900,
ATLAS-B,tiny_01070,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.915197550999892,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,22169,72009,127472,
MacroATLAS,tiny_01070,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9151143189997129,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,130004,
Oracle,tiny_01071,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.2141817980000269,3,0,1,1,1,,,,,,,,,,,,,45716,
ATLAS-B,tiny_01071,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8150718789997882,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5188,15003,104152,
MacroATLAS,tiny_01071,repair,macro,SAT,REPAIR,1,2,PASSED,0.7148521729995991,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,94924,
Oracle,tiny_01072,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.1640385289997539,3,0,1,1,1,,,,,,,,,,,,,44616,
ATLAS-B,tiny_01072,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8149672350000401,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7734,24241,110604,
MacroATLAS,tiny_01072,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7150225069999578,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2792,5415,101208,
Oracle,tiny_01073,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21405594400039263,3,0,1,1,1,,,,,,,,,,,,,44756,
ATLAS-B,tiny_01073,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7653903110003739,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5855,17778,102248,
MacroATLAS,tiny_01073,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8651834360002795,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3735,7892,117588,
Oracle,tiny_01074,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21405217400024412,3,1,2,2,1,,,,,,,,,,,,,47564,
ATLAS-B,tiny_01074,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8652217559997553,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12740,40575,113548,
MacroATLAS,tiny_01074,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8651593949998642,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,130868,
Oracle,tiny_01075,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21402938300025198,3,1,2,2,1,,,,,,,,,,,,,46760,
ATLAS-B,tiny_01075,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9155994110001302,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12741,40581,115148,
MacroATLAS,tiny_01075,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151081689997227,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,132404,
Oracle,tiny_01076,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21408478500006822,3,0,1,1,1,,,,,,,,,,,,,45532,
ATLAS-B,tiny_01076,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7147932819998459,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4326,12627,95268,
MacroATLAS,tiny_01076,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7149578859998655,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2393,4410,97252,
Oracle,tiny_01077,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21408272500002568,3,0,1,1,1,,,,,,,,,,,,,45236,
ATLAS-B,tiny_01077,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150697179999042,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7767,24291,103004,
MacroATLAS,tiny_01077,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8153646849996221,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,4975,10172,108172,
Oracle,tiny_01078,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142287289997512,4,1,2,2,1,,,,,,,,,,,,,73968,
ATLAS-B,tiny_01078,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,1.0153840150001088,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,22170,72020,131608,
MacroATLAS,tiny_01078,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9652346770003533,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,127644,
Oracle,tiny_01079,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21407779499986646,4,0,1,1,1,,,,,,,,,,,,,46808,
ATLAS-B,tiny_01079,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.1654796719999467,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,12242,38125,128884,
MacroATLAS,tiny_01079,repair,macro,SAT,REPAIR,0,3,PASSED,1.0153695750000225,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,134872,
Oracle,tiny_01080,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21421051800007263,4,0,1,1,1,,,,,,,,,,,,,46056,
ATLAS-B,tiny_01080,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.865094592999867,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,13677,44056,111800,
MacroATLAS,tiny_01080,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9677424679998694,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,7165,14698,134724,
Oracle,tiny_01081,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.214025572999617,4,0,1,1,1,,,,,,,,,,,,,46456,
ATLAS-B,tiny_01081,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9652144669998961,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,18791,62245,129248,
MacroATLAS,tiny_01081,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.2658197309997377,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,14213,35520,144408,
Oracle,tiny_01082,cnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.214167176999581,2,0,1,2,1,,,,,,,,,,,,,44728,
ATLAS-B,tiny_01082,cnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148446030000741,2,0,1,2,1,,,,,,,,,,,2667,7174,97776,
MacroATLAS,tiny_01082,cnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8652410579998104,2,0,1,2,1,,0,,,,,,,,,3209,6984,116816,
Oracle,tiny_01083,dnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.16397296699960862,2,0,1,2,1,,,,,,,,,,,,,44616,
ATLAS-B,tiny_01083,dnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7147190299997419,2,0,1,2,1,,,,,,,,,,,2668,7178,100444,
MacroATLAS,tiny_01083,dnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7649552100001529,2,0,1,2,1,,0,,,,,,,,,3022,6688,106116,
Oracle,tiny_01084,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21402316299963786,4,0,1,1,1,,,,,,,,,,,,,46420,
ATLAS-B,tiny_01084,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.0153990549997616,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,18781,62218,129600,
MacroATLAS,tiny_01084,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9650708840003972,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,6425,12973,133012,
Oracle,tiny_01085,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21411292500033596,4,0,1,1,1,,,,,,,,,,,,,46392,
ATLAS-B,tiny_01085,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649256999998215,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,6306,18687,103232,
MacroATLAS,tiny_01085,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151589200000672,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,5398,10653,134044,
Oracle,tiny_01086,global_prop,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21412466599986146,2,0,1,2,1,,,,,,,,,,,,,45056,
ATLAS-B,tiny_01086,global_prop,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8148772829999871,2,0,1,2,1,,,,,,,,,,,10901,35293,109088,
MacroATLAS,tiny_01086,global_prop,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.764912288999767,2,0,1,2,1,,0,,,,,,,,,2402,5124,108592,
Oracle,tiny_01087,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21410275499965792,2,0,1,2,1,,,,,,,,,,,,,45648,
ATLAS-B,tiny_01087,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8150062069998967,2,0,1,2,1,,,,,,,,,,,2122,5339,110920,
MacroATLAS,tiny_01087,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.8648933889999171,2,0,1,2,1,,0,,,,,,,,,1191,2066,113080,
Oracle,tiny_01088,plain,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.1640587689998938,2,0,1,2,1,,,,,,,,,,,,,44356,
ATLAS-B,tiny_01088,plain,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7649131389998729,2,0,1,2,1,,,,,,,,,,,10879,35294,101116,
MacroATLAS,tiny_01088,plain,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6145801570000913,2,0,1,2,1,,0,,,,,,,,,1211,2265,86468,
Oracle,tiny_01089,nnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21408105499995145,2,0,1,2,1,,,,,,,,,,,,,44676,
ATLAS-B,tiny_01089,nnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7147381589998076,2,0,1,2,1,,,,,,,,,,,4236,12353,97288,
MacroATLAS,tiny_01089,nnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7648522780000349,2,0,1,2,1,,0,,,,,,,,,2281,4807,106828,
Oracle,tiny_01090,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.2144528230001015,2,0,1,1,1,,,,,,,,,,,,,45052,
ATLAS-B,tiny_01090,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.8152354719995856,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,7392,23802,106688,
MacroATLAS,tiny_01090,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7656524970002465,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,109384,
Oracle,tiny_01091,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.2141274760001579,2,0,1,1,1,,,,,,,,,,,,,44888,
ATLAS-B,tiny_01091,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7648806079996575,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,4099,12348,95888,
MacroATLAS,tiny_01091,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7648101169997972,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,109680,
